rk	ufi	uni	full_name	nt	lat_dd	long_dd	efctv_dt	term_dt_f	term_dt_n	desig_cd	fc	cc_ft	adm1	ft_link	name_rank	lang_cd	transl_cd	script_cd	name_link	cc_nm	generic	full_nm_nd	sort_gen	sort_name	lat_dms	long_dms	mgrs	mod_dt_ft	mod_dt_nm	dialect_cd	display	gis_notes
5	6232010	6255521	Sāmar Gopālpur Railroad Station	N	28.958995	76.518375				RSTN	S	IND	IN-HR		1							Samar Gopalpur Railroad Station		SAMARGOPALPURRAILROADSTATION	28:57:32	76:31:06	43RFN4795704392	2012-09-04T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2	
5	6232018	6255529	Lālpur	N	28.923907	76.557434				TMPL	S	IND	IN-HR		1							Lalpur		LALPUR	28:55:26	76:33:27	43RFN5181500553	2014-12-02T00:00:00.000Z	2014-12-02T00:00:00.000Z		1,2	
5	6237402	6261994	Tamred	N	31.155	77.007778				TMPL	S	IND	IN-HP		1							Tamred		TAMRED	31:09:18	77:00:28	43RFQ9138248515	2003-02-06T00:00:00.000Z	1993-09-01T00:00:00.000Z		1	
5	6237280	6261872	Ghatru	N	31.184167	77.028611				SHRN	S	IND	IN-HP		1							Ghatru		GHATRU	31:11:03	77:01:43	43RFQ9330951785	2003-02-06T00:00:00.000Z	1993-09-01T00:00:00.000Z		1	
5	6241284	6266748	Dikhet	N	29.921954	78.547102				TRIG	S	IND	IN-UT		1							Dikhet		DIKHET	29:55:19	78:32:50	44RKU6320212667	2012-08-29T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2	
5	6241506	6266971	Bharpur	N	29.847778	78.515833				TRIG	S	IND	IN-UT		1							Bharpur		BHARPUR	29:50:52	78:30:57	44RKU6000504509	2003-04-30T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2	
5	6241532	6266997	Charekh	N	29.830933	78.555427				TRIG	S	IND	IN-UT		1							Charekh		CHAREKH	29:49:51	78:33:20	44RKU6379202559	2012-08-29T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2	
5	6241594	6267059	Rāmri	N	29.818611	78.534722				TRIG	S	IND	IN-UT		1							Ramri		RAMRI	29:49:07	78:32:05	44RKU6176101236	2003-04-30T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2	
5	6241610	6267075	Tunīkhāl Forest Chauki	N	29.819662	78.684968				STNF	S	IND	IN-UT		1						Chauki	Tunikhal Forest Chauki	CHAUKI	TUNIKHALFORESTCHAUKI	29:49:11	78:41:06	44RKU7628701051	2015-07-28T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2	
5	6241733	6267198	Āughi Forest Chauki	N	29.773802	78.625018				STNF	S	IND	IN-UT		1						Chauki	Aughi Forest Chauki	CHAUKI	AUGHIFORESTCHAUKI	29:46:26	78:37:30	44RKT7038796085	2015-07-28T00:00:00.000Z	2015-07-28T00:00:00.000Z		1,2	
